Order ID,Order Date,ProductID,Quantity Ordered,customer_id
176805,2019-04-01,9,1,13
176805,2019-04-01,65,1,8
176914,2019-04-01,1,1,40
178525,2019-04-01,15,2,23
178525,2019-04-01,73,2,82
189955,2019-04-01,98,1,28
186931,2019-04-01,54,2,57
177073,2019-04-01,2,3,10
179029,2019-04-01,67,1,51
181642,2019-04-01,7,4,20
189668,2019-04-01,52,1,20
191236,2019-04-01,69,1,35
182641,2019-04-01,44,1,3
188594,2019-04-01,10,1,48
178126,2019-04-01,55,1,83
182814,2019-04-01,10,1,21
191445,2019-04-01,97,1,14
182644,2019-04-01,29,1,42
179748,2019-04-01,68,1,1
177671,2019-04-01,22,1,9
193206,2019-04-01,81,1,20
187572,2019-04-01,31,1,98
181133,2019-04-01,51,1,1
188468,2019-04-01,31,1,43
186974,2019-04-01,2,1,59
191538,2019-04-01,27,2,12
191538,2019-04-01,54,1,60
181215,2019-04-01,96,1,22
190361,2019-04-01,62,1,80
183789,2019-04-01,47,1,98
193260,2019-04-01,19,1,22
192565,2019-04-01,97,1,68
179899,2019-04-01,18,1,6
188674,2019-04-01,32,1,52
185769,2019-04-01,36,2,49
184452,2019-04-01,99,1,8
190282,2019-04-01,15,1,100
177184,2019-04-01,48,1,64
193699,2019-04-01,19,1,87
177184,2019-04-01,101,1,56
188473,2019-04-01,65,1,87
180105,2019-04-01,50,1,44
185121,2019-04-01,42,1,99
191707,2019-04-01,66,1,8
191707,2019-04-01,23,1,63
186264,2019-04-01,44,1,84
177106,2019-04-01,49,1,25
188854,2019-04-01,33,1,97
185031,2019-04-01,6,1,62
184639,2019-04-01,10,1,97
192602,2019-04-01,1,1,11
179579,2019-04-01,100,1,95
185500,2019-04-01,14,1,72
187224,2019-04-01,38,1,31
186322,2019-04-01,19,1,28
190760,2019-04-01,97,1,24
184403,2019-04-01,70,1,58
179305,2019-04-01,35,2,63
179110,2019-04-01,69,1,70
179504,2019-04-01,86,1,23
184882,2019-04-01,79,1,59
180385,2019-04-01,32,1,51
187506,2019-04-01,23,2,84
192633,2019-04-01,41,1,75
185303,2019-04-01,77,1,12
177658,2019-04-01,80,1,73
185677,2019-04-01,48,1,61
182292,2019-04-01,98,2,72
187641,2019-04-01,66,1,2
191050,2019-04-01,43,1,71
181360,2019-04-01,32,1,68
180088,2019-04-01,2,1,64
193064,2019-04-01,1,1,52
190650,2019-04-01,35,1,61
185030,2019-04-01,21,1,69
182664,2019-04-01,96,1,41
178613,2019-04-01,61,1,27
186562,2019-04-01,91,1,70
188639,2019-04-01,64,1,22
189503,2019-04-01,20,1,3
190325,2019-04-01,85,1,82
191327,2019-04-01,87,1,75
180708,2019-04-01,57,1,28
183108,2019-04-01,80,1,54
189066,2019-04-01,50,1,34
187714,2019-04-01,83,1,35
187325,2019-04-01,29,1,96
188666,2019-04-01,35,1,22
192610,2019-04-01,68,2,96
180587,2019-04-01,63,1,57
188621,2019-04-01,5,1,35
187783,2019-04-01,100,1,100
190284,2019-04-01,12,1,98
181960,2019-04-01,77,1,45
193677,2019-04-01,92,1,85
186738,2019-04-01,61,1,1
180781,2019-04-01,3,1,84
190492,2019-04-01,39,1,13
190798,2019-04-01,62,2,48
193269,2019-04-01,25,1,66
189150,2019-04-01,16,1,70
192903,2019-04-01,18,1,66
193639,2019-04-01,94,1,21
189812,2019-04-01,15,1,85
187098,2019-04-01,44,1,91
186086,2019-04-01,11,1,17
183362,2019-04-01,16,1,87
192000,2019-04-01,14,1,93
178594,2019-04-01,91,1,16
180320,2019-04-01,41,1,24
192176,2019-04-01,32,3,85
192865,2019-04-01,9,1,13
181011,2019-04-01,45,1,74
180518,2019-04-01,54,1,3
177994,2019-04-01,58,1,24
179328,2019-04-01,36,1,39
186180,2019-04-01,52,1,1
179328,2019-04-01,83,1,29
179681,2019-04-01,43,2,86
177758,2019-04-01,95,1,98
177758,2019-04-01,17,1,94
186782,2019-04-01,82,1,54
179518,2019-04-01,94,1,46
190031,2019-04-01,41,1,59
189276,2019-04-01,80,1,55
184532,2019-04-01,17,1,42
182816,2019-04-01,78,1,77
185588,2019-04-01,10,1,20
187099,2019-04-01,85,1,71
192023,2019-04-01,9,1,22
186029,2019-04-01,73,1,47
180874,2019-04-01,62,1,98
192409,2019-04-01,26,1,20
180874,2019-04-01,3,1,4
191568,2019-04-01,63,1,78
192979,2019-04-01,90,1,62
182505,2019-04-01,7,3,96
177951,2019-04-01,92,1,27
183322,2019-04-01,18,1,76
182946,2019-04-01,13,1,85
179308,2019-04-01,7,2,86
178656,2019-04-01,93,1,32
188751,2019-04-01,49,1,56
188751,2019-04-01,101,1,50
193675,2019-04-01,14,2,29
191390,2019-04-01,79,1,70
179584,2019-04-01,86,1,43
185789,2019-04-01,90,1,46
184402,2019-04-01,64,1,44
180230,2019-04-01,87,1,78
188409,2019-04-01,90,1,27
178936,2019-04-01,92,1,36
185234,2019-04-01,87,3,17
185540,2019-04-01,83,2,74
191628,2019-04-01,14,3,2
183572,2019-04-01,93,1,7
188252,2019-04-01,27,1,47
180849,2019-04-01,51,1,70
177773,2019-04-01,2,1,80
181418,2019-04-01,54,1,39
192573,2019-04-01,30,1,20
184188,2019-04-01,51,1,11
184314,2019-04-01,11,1,83
185493,2019-04-01,100,1,62
192068,2019-04-01,51,1,97
178470,2019-04-01,46,1,37
183950,2019-04-01,10,2,30
193741,2019-04-01,17,1,51
192249,2019-04-01,13,1,17
191071,2019-04-01,93,2,33
185937,2019-04-01,38,1,27
188427,2019-04-01,84,1,89
177044,2019-04-01,76,1,92
182274,2019-04-01,18,1,5
184790,2019-04-01,95,1,17
190512,2019-04-01,13,1,90
190512,2019-04-01,69,1,46
190512,2019-04-01,19,1,67
189322,2019-04-01,5,2,60
181361,2019-04-01,78,1,21
190383,2019-04-01,91,1,18
179270,2019-04-01,73,1,68
179270,2019-04-01,46,1,61
191386,2019-04-01,22,1,10
192051,2019-04-01,79,1,84
192713,2019-04-01,33,1,72
184665,2019-04-01,24,1,9
178712,2019-04-01,63,1,35
189334,2019-04-01,58,1,32
183024,2019-04-01,72,1,18
187902,2019-04-01,42,1,1
187895,2019-04-01,33,3,73
176775,2019-04-01,100,2,24
186955,2019-04-01,27,1,45
190864,2019-04-01,92,1,95
190549,2019-04-01,78,1,32
185779,2019-04-01,6,1,15
188087,2019-04-01,32,1,48
178037,2019-04-01,29,3,23
188087,2019-04-01,54,1,70
192992,2019-04-01,71,1,76
185175,2019-04-01,25,1,20
187607,2019-04-01,42,1,55
181477,2019-04-01,65,1,86
189719,2019-04-01,69,1,63
183118,2019-04-01,17,1,84
190643,2019-04-01,17,1,77
178526,2019-04-01,71,1,14
183253,2019-04-01,59,2,44
187072,2019-04-01,71,1,51
179515,2019-04-01,5,1,19
183811,2019-04-01,59,1,34
190575,2019-04-01,20,1,8
179998,2019-04-01,85,1,75
179998,2019-04-01,47,1,2
178983,2019-04-01,47,1,100
177268,2019-04-01,33,2,5
188589,2019-04-01,38,1,40
188589,2019-04-01,32,1,28
178151,2019-04-01,18,1,73
188860,2019-04-01,59,1,97
188393,2019-04-01,21,2,6
188967,2019-04-01,31,1,65
190073,2019-04-01,35,1,70
181298,2019-04-01,20,1,58
176626,2019-04-01,10,1,29
180431,2019-04-01,84,1,29
193917,2019-04-01,99,1,7
178653,2019-04-01,26,1,85
192580,2019-04-01,95,2,96
176956,2019-04-01,11,1,58
182652,2019-04-01,68,2,11
191142,2019-04-01,93,1,14
190952,2019-04-01,74,1,62
189511,2019-04-01,82,2,94
187670,2019-04-01,95,1,91
187479,2019-04-01,34,1,81
189412,2019-04-01,45,1,59
179816,2019-04-01,53,1,22
189564,2019-04-01,17,1,91
185786,2019-04-01,9,1,41
190225,2019-04-01,37,1,94
188099,2019-04-01,47,1,66
178622,2019-04-01,5,1,14
189942,2019-04-01,99,1,60
189942,2019-04-01,15,1,94
188570,2019-04-01,73,1,95
179223,2019-04-01,21,1,32
184178,2019-04-01,50,1,67
190947,2019-04-01,48,1,8
178128,2019-04-01,52,1,46
189119,2019-04-01,61,1,36
179971,2019-04-01,20,1,12
179357,2019-04-01,58,1,21
179357,2019-04-01,53,1,82
181542,2019-04-01,87,1,23
187215,2019-04-01,49,1,78
187215,2019-04-01,82,1,41
179872,2019-04-01,90,1,55
193538,2019-04-01,15,1,3
178390,2019-04-01,99,1,44
191291,2019-04-01,82,1,26
182237,2019-04-01,7,1,97
184796,2019-04-01,43,1,78
187900,2019-04-01,43,1,57
176803,2019-04-01,38,1,80
185644,2019-04-01,57,1,26
176753,2019-04-01,26,1,27
188416,2019-04-01,72,1,84
177454,2019-04-01,56,1,49
178420,2019-04-01,96,1,86
186883,2019-04-01,94,1,25
177303,2019-04-01,34,1,7
185590,2019-04-01,79,1,49
185906,2019-04-01,83,1,6
180630,2019-04-01,76,1,37
192853,2019-04-01,44,2,68
183323,2019-04-01,98,2,11
184327,2019-04-01,59,2,79
179513,2019-04-01,60,1,21
181018,2019-04-01,3,2,15
188183,2019-04-01,30,1,5
187346,2019-04-01,39,1,86
183525,2019-04-01,58,1,9
187407,2019-04-01,85,1,24
186384,2019-04-02,87,1,60
186384,2019-04-02,75,1,54
182374,2019-04-02,92,1,63
182374,2019-04-02,77,1,98
187829,2019-04-02,54,1,47
177710,2019-04-02,40,1,1
184249,2019-04-02,77,1,58
192125,2019-04-02,54,1,13
179734,2019-04-02,14,2,21
192208,2019-04-02,26,1,59
180246,2019-04-02,100,2,19
183029,2019-04-02,52,1,20
183015,2019-04-02,53,1,20
179324,2019-04-02,64,1,43
183974,2019-04-02,59,1,78
179511,2019-04-02,61,1,69
182400,2019-04-02,35,1,1
190618,2019-04-02,6,1,59
186959,2019-04-02,100,2,4
180853,2019-04-02,86,1,65
178693,2019-04-02,76,1,26
182476,2019-04-02,75,1,99
191227,2019-04-02,94,1,93
190159,2019-04-02,28,1,29
183508,2019-04-02,25,1,11
186814,2019-04-02,16,1,2
187612,2019-04-02,70,1,18
187319,2019-04-02,80,1,13
180639,2019-04-02,8,1,70
189148,2019-04-02,64,1,70
190987,2019-04-02,101,1,75
187825,2019-04-02,68,2,67
187671,2019-04-02,25,1,86
190059,2019-04-02,92,1,55
176588,2019-04-02,10,1,79
192212,2019-04-02,70,1,79
187384,2019-04-02,37,2,35
181428,2019-04-02,45,1,64
182062,2019-04-02,29,1,89
180649,2019-04-02,78,1,50
193693,2019-04-02,16,1,78
180140,2019-04-02,54,3,96
187984,2019-04-02,44,1,22
189036,2019-04-02,29,3,15
189036,2019-04-02,89,1,7
193151,2019-04-02,94,1,90
186846,2019-04-02,10,2,56
180976,2019-04-02,80,1,2
181434,2019-04-02,80,1,27
189061,2019-04-02,33,1,46
183157,2019-04-02,36,1,81
193889,2019-04-02,84,1,29
177068,2019-04-02,46,1,77
180969,2019-04-02,50,1,41
190730,2019-04-02,14,1,2
178114,2019-04-02,15,1,31
188395,2019-04-02,57,2,60
192391,2019-04-02,19,1,43
185449,2019-04-02,42,1,58
193659,2019-04-02,70,2,44
176563,2019-04-02,41,1,57
177506,2019-04-02,88,1,92
177506,2019-04-02,30,1,21
188386,2019-04-02,4,1,87
186404,2019-04-02,8,1,88
180571,2019-04-02,44,1,56
178179,2019-04-02,64,1,35
186425,2019-04-02,12,1,66
181799,2019-04-02,83,1,3
181207,2019-04-02,61,1,92
191217,2019-04-02,41,1,7
186082,2019-04-02,84,1,12
189080,2019-04-02,8,1,71
192690,2019-04-02,51,1,83
182686,2019-04-02,28,1,13
188933,2019-04-02,8,1,54
180206,2019-04-02,56,1,19
188915,2019-04-02,14,1,85
179723,2019-04-02,19,1,25
184596,2019-04-02,94,1,46
185726,2019-04-02,56,1,13
188266,2019-04-02,66,1,83
189486,2019-04-02,60,1,33
188825,2019-04-02,6,1,4
176675,2019-04-02,48,1,70
183270,2019-04-02,87,1,53
184573,2019-04-02,72,1,75
190516,2019-04-02,22,1,94
185594,2019-04-02,83,1,29
186363,2019-04-02,54,1,85
176595,2019-04-02,37,3,16
192136,2019-04-02,93,1,32
191731,2019-04-02,75,1,16
183450,2019-04-02,45,1,27
192225,2019-04-02,18,1,42
193428,2019-04-02,32,1,85
177052,2019-04-02,50,2,82
186875,2019-04-02,5,1,76
190517,2019-04-02,12,1,69
179214,2019-04-02,47,1,9
184806,2019-04-02,71,1,24
182052,2019-04-02,101,1,78
185388,2019-04-02,57,1,8
184771,2019-04-02,19,1,22
181087,2019-04-02,60,1,36
193803,2019-04-02,54,1,54
193302,2019-04-02,13,1,37
180852,2019-04-02,72,1,41
189389,2019-04-02,5,1,93
190990,2019-04-02,50,1,100
183107,2019-04-02,67,1,92
180373,2019-04-02,19,1,86
191521,2019-04-02,6,1,62
183451,2019-04-02,47,1,21
182439,2019-04-02,26,1,4
186991,2019-04-02,31,1,13
176840,2019-04-02,46,1,53
180451,2019-04-02,13,1,68
188185,2019-04-02,22,2,21
179931,2019-04-02,100,1,30
184704,2019-04-02,9,1,70
184274,2019-04-02,28,2,77
185004,2019-04-02,76,1,59
184702,2019-04-02,94,1,42
188258,2019-04-02,32,1,93
184226,2019-04-02,20,1,11
186940,2019-04-02,71,1,70
186066,2019-04-02,10,1,83
188612,2019-04-02,44,2,53
182260,2019-04-02,64,1,30
192792,2019-04-02,69,1,19
179590,2019-04-02,8,2,21
180193,2019-04-02,61,1,100
183916,2019-04-02,47,1,32
186747,2019-04-02,34,1,55
187725,2019-04-02,12,2,71
180582,2019-04-02,21,1,89
188532,2019-04-02,34,1,95
193819,2019-04-02,28,1,44
191398,2019-04-02,34,2,89
184968,2019-04-02,32,1,67
178177,2019-04-02,36,1,63
183816,2019-04-02,68,1,24
176604,2019-04-02,37,1,65
183418,2019-04-02,22,1,57
178631,2019-04-02,8,1,81
181599,2019-04-02,37,2,19
191295,2019-04-02,22,1,54
181976,2019-04-02,11,4,43
183139,2019-04-02,98,1,63
191992,2019-04-02,37,1,97
189394,2019-04-02,55,1,45
189394,2019-04-02,43,1,74
177940,2019-04-02,67,1,85
191153,2019-04-02,59,1,83
179667,2019-04-02,80,1,17
183204,2019-04-02,98,1,48
187751,2019-04-02,84,2,76
190572,2019-04-02,60,1,92
176980,2019-04-02,54,1,66
186969,2019-04-02,10,1,40
191859,2019-04-02,10,1,19
193325,2019-04-02,11,1,97
181689,2019-04-02,93,1,77
179906,2019-04-02,26,1,79
192535,2019-04-02,7,2,57
186157,2019-04-02,46,2,13
177573,2019-04-02,36,1,39
179247,2019-04-02,89,1,58
184436,2019-04-02,27,1,2
181518,2019-04-02,72,1,75
183488,2019-04-02,29,1,30
192290,2019-04-02,50,1,46
176866,2019-04-02,88,1,96
181375,2019-04-02,28,2,42
184827,2019-04-02,13,1,89
183445,2019-04-02,40,1,20
191480,2019-04-02,67,1,95
187968,2019-04-02,23,1,73
189184,2019-04-02,2,1,36
179972,2019-04-02,27,1,99
191715,2019-04-02,77,1,33
191715,2019-04-02,16,1,27
181815,2019-04-02,38,1,18
180480,2019-04-02,40,1,14
188457,2019-04-02,59,1,29
178731,2019-04-02,40,1,78
185566,2019-04-02,92,1,23
188182,2019-04-02,53,1,49
179410,2019-04-02,30,1,17
191749,2019-04-02,85,1,15
192695,2019-04-02,25,1,97
181473,2019-04-02,66,2,92
193372,2019-04-02,73,1,68
179089,2019-04-02,14,1,49
192805,2019-04-02,42,1,65
178882,2019-04-02,53,1,20
191284,2019-04-02,21,1,30
191576,2019-04-02,81,1,98
192227,2019-04-02,46,2,37
187684,2019-04-02,74,1,69
180428,2019-04-02,17,1,94
183959,2019-04-02,97,1,7
191654,2019-04-02,4,1,34
191561,2019-04-02,54,1,9
191561,2019-04-02,11,1,93
177649,2019-04-02,78,1,36
182075,2019-04-02,94,1,65
179896,2019-04-02,68,1,60
193702,2019-04-02,45,1,33
186523,2019-04-02,69,1,10
192726,2019-04-02,34,2,20
177113,2019-04-02,13,1,28
191523,2019-04-02,20,1,52
182412,2019-04-02,62,1,79
180867,2019-04-02,55,1,100
190094,2019-04-02,91,1,80
177060,2019-04-02,41,1,14
184318,2019-04-02,6,1,98
190997,2019-04-02,38,1,25
188441,2019-04-02,79,1,62
183556,2019-04-02,99,1,86
184013,2019-04-02,7,1,96
191408,2019-04-02,42,1,87
193951,2019-04-02,93,1,10
184288,2019-04-02,59,2,39
187978,2019-04-02,58,1,72
187978,2019-04-02,3,1,5
189924,2019-04-02,90,1,100
180285,2019-04-02,75,1,3
192148,2019-04-02,48,1,6
188173,2019-04-02,14,1,88
178249,2019-04-02,6,1,76
190123,2019-04-02,86,1,37
186943,2019-04-02,29,1,89
186943,2019-04-02,49,1,53
182607,2019-04-02,56,1,49
188199,2019-04-02,19,1,16
182663,2019-04-02,30,1,48
177990,2019-04-02,71,1,83
180133,2019-04-02,92,1,29
192604,2019-04-02,101,2,60
178195,2019-04-02,39,1,71
192286,2019-04-02,20,1,42
190205,2019-04-02,22,1,99
179139,2019-04-02,63,1,8
184111,2019-04-02,82,1,14
190613,2019-04-02,76,1,30
190613,2019-04-02,90,1,13
178506,2019-04-02,26,1,44
182416,2019-04-02,44,1,50
180513,2019-04-02,12,1,86
193284,2019-04-02,78,1,24
186259,2019-04-02,57,1,82
185678,2019-04-02,52,1,95
190478,2019-04-02,43,1,83
191450,2019-04-02,31,1,26
185857,2019-04-02,90,1,63
177528,2019-04-02,99,1,35
178308,2019-04-02,45,1,24
187159,2019-04-02,72,2,9
185200,2019-04-02,90,1,37
187373,2019-04-02,41,1,35
191173,2019-04-02,86,1,28
180998,2019-04-02,74,1,57
191600,2019-04-02,87,1,27
182858,2019-04-02,21,1,20
178669,2019-04-02,55,2,78
181800,2019-04-02,81,1,18
178825,2019-04-02,38,1,42
178825,2019-04-02,98,1,96
191405,2019-04-02,29,1,67
183922,2019-04-02,20,1,78
182741,2019-04-02,55,1,95
192641,2019-04-02,50,2,41
187475,2019-04-02,57,3,27
185389,2019-04-02,92,1,92
180402,2019-04-02,56,1,31
187372,2019-04-02,88,1,83
190982,2019-04-02,85,1,79
178200,2019-04-02,31,1,47
181277,2019-04-02,22,1,30
186613,2019-04-02,80,1,97
